UserId,TrajScore,TypeScore,AllScore
154,0.9145496,0.9996615,0.9571055
155,0.8384591,0.9994758,0.9189674
156,0.85003275,0.99846804,0.92425036
157,0.9867689,0.9996383,0.99320364
158,0.89848906,0.99879,0.9486395
159,0.8728193,0.99396354,0.93339145
160,0.9635252,0.99927676,0.98140097
161,0.69037426,0.99919856,0.8447864
162,0.8600829,0.9981551,0.929119
163,0.7843598,0.99937403,0.8918669
164,0.85147154,0.99930495,0.9253882
165,0.87356454,0.99872386,0.93614423
166,0.94698477,0.99678725,0.97188604
167,0.8962131,0.99990225,0.94805765
168,0.7985159,0.9988637,0.8986898
169,0.85485095,0.99991274,0.9273819
170,0.930381,0.9992625,0.96482176
171,0.86620575,0.99900806,0.93260694
172,0.8219267,0.99921083,0.9105688
173,0.89740974,0.9937358,0.94557273
174,0.72481716,0.9998685,0.86234283
176,0.91523844,0.9881104,0.95167446
177,0.7635482,0.99961555,0.8815819
178,0.85263175,0.9980777,0.9253547
179,0.85476613,0.99948823,0.9271272
180,0.9019244,0.99977005,0.9508472
181,0.86991084,0.99267054,0.9312907
182,0.9421861,0.99935925,0.9707727
184,0.94343317,0.9998925,0.9716628
185,0.6083619,0.99379516,0.80107856
186,0.8870734,0.9991638,0.9431186
187,0.7456591,0.9989047,0.8722819
188,0.88777906,0.99932563,0.9435524
189,0.81029767,0.9991048,0.90470123
190,0.7822383,0.9997699,0.8910041
191,0.93544483,0.99974895,0.9675969
192,0.8677513,0.9977153,0.9327333
193,0.9460948,0.99910975,0.97260225
194,0.91401553,0.9973099,0.9556627
195,0.94520205,0.9993769,0.97228944
196,0.8863004,0.99908626,0.94269335
197,0.8709332,0.99902046,0.9349768
198,0.7794169,0.99930215,0.88935953
199,0.93883,0.9948246,0.9668273
200,0.94551116,0.99766845,0.9715898
201,0.8767477,0.99256724,0.93465745
202,0.8535273,0.9874775,0.9205024
203,0.88099676,0.9917466,0.9363717
204,0.9142935,0.990504,0.9523988
206,0.97506225,0.99925333,0.9871578
207,0.8744814,0.9938656,0.93417346
208,0.9327216,0.99933004,0.9660258
209,0.8576169,0.9989034,0.92826015
210,0.8907515,0.9950736,0.9429126
211,0.68599087,0.9973687,0.8416798
212,0.89267373,0.9994582,0.94606596
213,0.91208935,0.9782988,0.94519407
214,0.77858126,0.99812007,0.88835067
215,0.8332698,0.9993455,0.9163076
216,0.85866034,0.999907,0.9292837
217,0.67369276,0.99978113,0.8367369
218,0.86916125,0.9980264,0.9335938
219,0.83991015,0.9888694,0.9143898
220,0.8620384,0.99333817,0.92768824
221,0.919041,0.99942636,0.95923364
222,0.82880664,0.99925077,0.9140287
223,0.9401186,0.9992755,0.96969706
224,0.8248257,0.99755347,0.91118956
225,0.90916,0.9999169,0.95453846
226,0.92533666,0.99832153,0.96182907
227,0.7922647,0.9943211,0.8932929
228,0.8143707,0.9968036,0.90558714
229,0.8768664,0.996055,0.93646073
230,0.85851157,0.99769485,0.9281032
231,0.84172064,0.99878556,0.9202531
232,0.85847384,0.8824829,0.8704784
233,0.8218757,0.9777681,0.8998219
234,0.8675822,0.9985588,0.93307054
235,0.6234372,0.999804,0.8116206
236,0.89971834,0.9992563,0.9494873
237,0.912006,0.9929611,0.95248353
238,0.83768165,0.9989878,0.9183347
239,0.75060403,0.99989897,0.87525153
240,0.9124112,0.99865276,0.95553195
241,0.91621447,0.99281645,0.95451546
242,0.88917166,0.9929873,0.9410795
243,0.87948245,0.9992735,0.93937796
244,0.83317584,0.9993573,0.91626656
245,0.6873377,0.9998578,0.84359777
246,0.9130838,0.9985673,0.95582557
247,0.5715622,0.9987054,0.7851338
248,0.8103136,0.99974716,0.90503037
249,0.5543574,0.9998443,0.77710086
250,0.81458646,0.9998267,0.9072066
251,0.8608594,0.99976027,0.93030983
253,0.8218232,0.99905413,0.91043866
254,0.7559425,0.9922269,0.8740847
255,0.8805868,0.9936894,0.9371381
256,0.94354236,0.999105,0.97132367
257,0.92934597,0.99775153,0.9635488
258,0.90396315,0.9952893,0.9496262
259,0.84632224,0.9793203,0.9128213
260,0.810495,0.99921024,0.9048526
261,0.75773025,0.91191787,0.8348241
262,0.97956115,0.9993275,0.9894443
264,0.9798964,0.9994727,0.9896846
265,0.7965343,0.99703896,0.89678663
266,0.9364465,0.9990909,0.96776867
267,0.85051566,0.9923792,0.9214474
268,0.78413737,0.9998603,0.8919988
269,0.6359439,0.99776477,0.81685436
270,0.7491987,0.9992682,0.8742334
271,0.8404337,0.9993391,0.9198864
272,0.8154059,0.9984953,0.9069506
273,0.93782985,0.9953764,0.96660316
274,0.89975345,0.99910617,0.9494298
275,0.71765167,0.99946326,0.85855746
276,0.83413684,0.9993909,0.9167639
277,0.9387217,0.9993003,0.969011
278,0.7931453,0.9997386,0.89644194
280,0.8953426,0.9993234,0.947333
281,0.64526385,0.8659738,0.7556188
282,0.80456084,0.99911714,0.901839
283,0.94024676,0.9988525,0.96954966
284,0.71006435,0.98996234,0.8500134
285,0.82069653,0.9996217,0.9101591
286,0.7767871,0.99924475,0.8880159
287,0.9543997,0.9992183,0.976809
288,0.7342387,0.9990138,0.86662626
289,0.88892007,0.99858737,0.9437537
290,0.8438413,0.9992419,0.9215416
291,0.9295224,0.99914557,0.964334
292,0.71128565,0.99887687,0.85508126
293,0.92488223,0.9991272,0.9620047
294,0.90882987,0.9988213,0.9538256
295,0.72730124,0.99924976,0.8632755
296,0.8692517,0.99978125,0.9345165
297,0.8524136,0.9999073,0.92616045
298,0.95323706,0.99277526,0.9730061
299,0.90343297,0.9991319,0.95128244
300,0.845742,0.99953544,0.9226387
301,0.84672993,0.99915564,0.92294276
302,0.9385368,0.997201,0.9678689
304,0.8595263,0.99871284,0.9291196
306,0.9234498,0.9922302,0.95783997
307,0.8972256,0.9911108,0.9441682
308,0.69778883,0.99982744,0.84880817
309,0.96390826,0.99940336,0.98165584
310,0.96042395,0.9993673,0.9798956
311,0.70535344,0.99913424,0.85224384
312,0.8280976,0.9998904,0.91399395
313,0.7743327,0.9991338,0.8867333
314,0.7297178,0.9999048,0.8648113
315,0.92935616,0.99855304,0.96395457
316,0.87987715,0.99937123,0.9396242
317,0.8966929,0.9992085,0.9479507
318,0.90633464,0.9984658,0.9524002
319,0.7690523,0.9958997,0.882476
320,0.8330511,0.9977804,0.91541576
321,0.9448987,0.9987228,0.97181076
322,0.8502447,0.99913275,0.9246887
323,0.77706176,0.9992114,0.88813657
324,0.6761205,0.9988006,0.8374605
325,0.7777113,0.97381914,0.8757652
326,0.9090009,0.9995135,0.9542572
327,0.892786,0.999033,0.9459095
328,0.6477549,0.99836683,0.82306087
330,0.9355321,0.9947585,0.9651453
331,0.8898562,0.9890791,0.93946767
332,0.91013384,0.9948977,0.9525158
333,0.8877816,0.99582255,0.9418021
334,0.9485603,0.99925214,0.9739062
335,0.8089585,0.999757,0.90435773
336,0.8300275,0.99885386,0.9144407
337,0.79004276,0.9987171,0.89438
338,0.76453394,0.9954454,0.8799896
339,0.9930455,0.9994003,0.9962229
340,0.85266644,0.99911124,0.92588884
341,0.8901311,0.9993121,0.9447216
342,0.9541565,0.9950892,0.97462285
343,0.85230166,0.99591523,0.92410845
345,0.8906763,0.99961716,0.94514674
346,0.7911636,0.99934924,0.8952564
347,0.91013193,0.99644953,0.9532907
348,0.87309253,0.99441785,0.93375516
349,0.887053,0.9999228,0.9434879
350,0.8541787,0.99913806,0.9266584
351,0.8356589,0.99380493,0.9147319
352,0.8013456,0.99868643,0.900016
353,0.8045195,0.9980956,0.9013075
354,0.8572276,0.9998532,0.9285404
355,0.9640969,0.9990462,0.98157156
356,0.80889434,0.9811177,0.89500606
357,0.8278237,0.998931,0.91337734
358,0.8742973,0.99871624,0.93650675
359,0.86123055,0.9893521,0.9252913
360,0.9100043,0.99401695,0.95201063
361,0.90906096,0.9992438,0.95415235
362,0.95914656,0.9992441,0.97919536
363,0.8715549,0.9989767,0.9352658
364,0.7320494,0.9994412,0.8657453
365,0.8076627,0.9925359,0.9000993
366,0.94856364,0.9946039,0.9715837
367,0.82172066,0.9996157,0.9106682
368,0.8280783,0.99837744,0.9132279
369,0.93249846,0.99941087,0.96595466
370,0.9054283,0.9974191,0.9514237
371,0.85307497,0.9794466,0.9162608
372,0.8504067,0.99291337,0.92166007
373,0.85793674,0.9967368,0.9273368
374,0.6326963,0.9997747,0.8162355
375,0.7146479,0.9994908,0.8570694
376,0.87256163,0.99896103,0.93576133
377,0.8964181,0.99166656,0.9440423
378,0.9095643,0.9992793,0.9544218
379,0.95192885,0.99368364,0.9728062
380,0.84701025,0.99934417,0.92317724
381,0.8521159,0.9852967,0.9187063
382,0.8547882,0.99869144,0.9267398
383,0.7622267,0.9953473,0.87878704
384,0.79131144,0.9990862,0.8951988
386,0.8771842,0.9984649,0.93782455
387,0.9357845,0.9955108,0.9656477
388,0.92539585,0.9928201,0.959108
389,0.70674115,0.9998271,0.8532841
390,0.9397807,0.9954362,0.96760845
391,0.73732543,0.99877894,0.8680522
392,0.8888756,0.9934,0.9411378
393,0.9277215,0.98460346,0.95616245
394,0.9353998,0.99303114,0.96421546
397,0.9159613,0.9926966,0.95432895
398,0.95686495,0.9984824,0.97767365
400,0.9092463,0.99597174,0.95260906
401,0.8789958,0.999095,0.9390454
402,0.94402224,0.99636954,0.9701959
403,0.8437559,0.99781066,0.9207833
404,0.8899808,0.99898577,0.9444833
405,0.94604474,0.99910384,0.9725743
406,0.9116915,0.99925524,0.95547336
407,0.89641595,0.9946149,0.9455154
408,0.8944831,0.9994814,0.94698226
409,0.95649886,0.99795604,0.97722745
410,0.90794617,0.99816024,0.95305324
411,0.8466844,0.999301,0.9229927
412,0.83839536,0.9972401,0.9178177
413,0.9000336,0.9944754,0.94725454
414,0.8878162,0.9993473,0.94358176
415,0.90358675,0.9997112,0.95164895
416,0.9371125,0.99923015,0.96817136
417,0.82336783,0.990878,0.9071229
418,0.8765923,0.9990071,0.9377997
419,0.9634039,0.9991352,0.98126954
420,0.92008436,0.9950105,0.9575474
421,0.8824688,0.999259,0.9408639
422,0.85945165,0.9979743,0.92871296
423,0.9234283,0.9991333,0.9612808
424,0.9185004,0.99921083,0.9588556
425,0.88367856,0.99482167,0.9392501
426,0.74298084,0.9987603,0.8708706
427,0.81912047,0.9986499,0.9088852
429,0.8612777,0.9996002,0.93043894
430,0.91472167,0.9985981,0.9566599
431,0.9161899,0.99891734,0.9575536
432,0.8394665,0.99923205,0.9193493
433,0.88694525,0.9370594,0.9120023
434,0.91468817,0.9996215,0.95715487
436,0.9342134,0.9984567,0.96633506
437,0.98673236,0.99399614,0.99036425
438,0.8591219,0.9997287,0.9294253
439,0.8718302,0.9991327,0.9354814
440,0.7801685,0.99926573,0.8897171
441,0.88563734,0.99856615,0.9421017
442,0.81666607,0.9981171,0.90739155
443,0.82057005,0.9990421,0.9098061
444,0.93270403,0.99658096,0.9646425
445,0.97325027,0.99939615,0.98632324
446,0.73819286,0.99915075,0.8686718
447,0.7964005,0.99818027,0.89729035
448,0.88525414,0.998256,0.94175506
449,0.87842715,0.99975765,0.9390924
450,0.8850465,0.9930092,0.93902785
451,0.87081325,0.999781,0.93529713
452,0.82774574,0.99969673,0.9137212
453,0.9556001,0.9941268,0.9748634
454,0.9179416,0.99543494,0.9566883
455,0.73967427,0.95342094,0.8465476
456,0.8812653,0.9982224,0.9397439
457,0.88608885,0.9944808,0.94028485
458,0.8749253,0.9993676,0.9371464
459,0.93866897,0.99779433,0.9682317
460,0.8277986,0.99336153,0.91058004
461,0.86114657,0.99913985,0.93014324
462,0.9645253,0.9934597,0.97899246
463,0.7627266,0.9986413,0.88068396
464,0.91533935,0.99891764,0.9571285
465,0.8999877,0.99913704,0.9495624
466,0.92781645,0.99929446,0.96355546
467,0.73709095,0.9990976,0.86809427
468,0.8222541,0.9887862,0.9055202
469,0.9435094,0.9990374,0.9712734
470,0.8678211,0.9997141,0.93376756
471,0.8362563,0.9993002,0.91777825
472,0.87693346,0.99926865,0.93810105
474,0.89641047,0.9998833,0.9481469
475,0.929764,0.99875516,0.96425956
476,0.8787434,0.99834174,0.9385426
477,0.8823848,0.99912703,0.9407559
478,0.9840114,0.999382,0.9916967
479,0.7926696,0.9994006,0.8960351
480,0.9023942,0.99903446,0.95071435
481,0.8820297,0.9980576,0.9400437
482,0.73706746,0.997869,0.86746824
483,0.94735724,0.99389064,0.97062397
484,0.95056754,0.99828726,0.9744274
485,0.8531019,0.9995709,0.9263364
486,0.8794444,0.99884546,0.93914497
487,0.99616325,0.999457,0.9978101
488,0.9832127,0.99530524,0.989259
489,0.91205466,0.9993235,0.9556891
490,0.7311469,0.9993676,0.86525726
492,0.82591003,0.9993348,0.91262245
493,0.8942752,0.99962425,0.9469497
494,0.75615793,0.994974,0.875566
495,0.92773366,0.9992125,0.9634731
496,0.800185,0.9722045,0.88619477
497,0.8759674,0.99921954,0.93759346
498,0.8173827,0.9933362,0.90535945
499,0.7965347,0.9832256,0.8898802
500,0.86335933,0.8261812,0.84477025
501,0.9011365,0.9955784,0.94835746
502,0.91854435,0.9993774,0.9589609
503,0.9387094,0.99500334,0.96685636
504,0.74872625,0.998917,0.8738216
505,0.6701419,0.9750311,0.8225865
506,0.9589194,0.9991822,0.9790508
507,0.92018664,0.9989803,0.95958346
508,0.86781913,0.9972769,0.93254805
509,0.93493843,0.9980255,0.9664819
510,0.9539043,0.9991044,0.9765043
511,0.93882006,0.9954888,0.96715444
512,0.80287844,0.96642417,0.8846513
513,0.92207307,0.99900085,0.96053696
514,0.857119,0.9991479,0.9281335
515,0.9468175,0.9998415,0.97332954
516,0.96205825,0.99320257,0.9776304
517,0.90376043,0.99913126,0.9514458
518,0.93012065,0.9992091,0.9646649
519,0.8639295,0.99898183,0.9314557
520,0.6955739,0.99975836,0.84766614
521,0.9202992,0.9928296,0.9565644
522,0.83770317,0.9947736,0.9162384
523,0.75855356,0.9992776,0.87891555
524,0.8560943,0.9986224,0.9273584
525,0.9103478,0.9993202,0.954834
526,0.85629344,0.9920383,0.92416584
527,0.84876657,0.9986799,0.9237232
528,0.88381034,0.9987011,0.9412557
529,0.9190593,0.9996416,0.95935047
530,0.9242266,0.9994254,0.96182597
531,0.9262546,0.9993198,0.96278715
532,0.80363154,0.99909556,0.90136355
533,0.86755586,0.99725646,0.9324062
534,0.919397,0.9936415,0.95651925
535,0.8979643,0.9896194,0.94379187
536,0.77491367,0.98695695,0.8809353
537,0.4515303,0.8507992,0.65116477
538,0.8135879,0.99510133,0.9043446
540,0.8662935,0.99919343,0.93274343
541,0.9183666,0.99939513,0.9588809
542,0.4603177,0.86864346,0.66448057
543,0.8695512,0.99846685,0.934009
544,0.8081278,0.96877104,0.88844943
545,0.82381225,0.9939311,0.90887165
546,0.93691856,0.9988642,0.96789134
547,0.74971026,0.95501643,0.85236335
548,0.924546,0.9989521,0.9617491
549,0.9588273,0.99944717,0.97913724
550,0.94805926,0.9998778,0.9739685
551,0.9732282,0.99834776,0.985788
552,0.6430303,0.99930537,0.8211678
553,0.95775574,0.999277,0.97851634
554,0.9238058,0.9990792,0.9614425
555,0.8212728,0.98521566,0.90324426
556,0.932472,0.95324427,0.9428581
557,0.8590188,0.9870589,0.92303884
558,0.6256443,0.99971133,0.81267786
559,0.889661,0.9909047,0.9402828
561,0.9073812,0.99235743,0.9498693
562,0.9013248,0.9992206,0.9502727
563,0.84320605,0.99729383,0.92024994
564,0.7864615,0.9540641,0.87026274
565,0.9568179,0.9949265,0.9758722
566,0.872155,0.9991436,0.9356493
568,0.852012,0.99556524,0.9237886
569,0.7748324,0.9980919,0.88646215
570,0.901664,0.99913216,0.9503981
571,0.8480183,0.99888456,0.9234514
572,0.9616992,0.99907905,0.9803891
573,0.8961396,0.99960756,0.9478736
574,0.84749943,0.9991477,0.9233236
575,0.66556877,0.99984443,0.8327066
577,0.915818,0.9992093,0.95751363
578,0.8349093,0.9960335,0.91547143
579,0.9356863,0.9753001,0.9554932
581,0.9144918,0.99859285,0.9565423
582,0.9227557,0.99935454,0.96105516
583,0.9179486,0.9983075,0.9581281
584,0.8678005,0.9867765,0.9272885
585,0.79677814,0.9996378,0.89820796
586,0.9129387,0.9992033,0.956071
587,0.9405174,0.9992665,0.96989197
589,0.7184026,0.99943256,0.8589176
590,0.908681,0.9947698,0.95172536
591,0.8844587,0.9996262,0.94204247
592,0.91352963,0.998534,0.9560318
593,0.75036037,0.99328685,0.8718236
594,0.90850616,0.9948867,0.9516964
595,0.85537475,0.998107,0.9267409
596,0.93408614,0.9986399,0.966363
599,0.8626065,0.9956627,0.9291346
600,0.82981235,0.9715439,0.90067816
601,0.9044378,0.9930514,0.9487446
602,0.96985793,0.9993568,0.98460734
603,0.87977153,0.99862915,0.93920034
604,0.65256953,0.99901056,0.82579005
605,0.6722099,0.9993318,0.83577085
606,0.9427457,0.9941592,0.96845245
607,0.8516361,0.99928206,0.9254591
608,0.85515517,0.9877304,0.92144275
609,0.976862,0.99909705,0.98797953
610,0.856064,0.99979746,0.9279307
611,0.89358056,0.9950607,0.9443206
612,0.8814276,0.96721476,0.9243212
613,0.89840895,0.99970347,0.9490562
614,0.89180136,0.99924743,0.9455244
615,0.7543733,0.9950417,0.8747075
616,0.9396058,0.993355,0.9664804
617,0.82463855,0.9997233,0.9121809
618,0.8924391,0.99936783,0.9459035
620,0.8744919,0.99977607,0.93713397
621,0.9277738,0.99842334,0.9630985
622,0.93124056,0.9950141,0.9631273
623,0.82325643,0.99904555,0.911151
624,0.91297746,0.99359006,0.9532838
625,0.89339805,0.99372405,0.9435611
626,0.8500971,0.99925876,0.92467797
627,0.78324854,0.9993126,0.89128053
628,0.829355,0.9992917,0.91432333
629,0.849053,0.99202025,0.92053664
630,0.8905484,0.99368984,0.9421191
631,0.9204879,0.9992444,0.95986617
632,0.8727175,0.99913836,0.9359279
633,0.872066,0.99969745,0.93588173
634,0.9645865,0.9991113,0.9818489
635,0.9621755,0.9991541,0.9806648
636,0.7133091,0.99984825,0.8565787
637,0.9658568,0.99335307,0.97960496
638,0.84186053,0.9997903,0.9208254
639,0.9747343,0.9993754,0.9870548
640,0.9557017,0.9924537,0.9740777
641,0.9069736,0.999032,0.9530028
642,0.8480608,0.9940416,0.9210512
643,0.9187336,0.99624366,0.95748866
644,0.82058394,0.9933159,0.9069499
645,0.9279696,0.9970602,0.9625149
646,0.9349841,0.8788222,0.90690315
647,0.88143593,0.99930644,0.94037116
648,0.88683486,0.9992415,0.94303817
649,0.9112443,0.99486434,0.9530543
650,0.9278763,0.99895495,0.9634156
651,0.8596828,0.99894273,0.92931277
652,0.83049285,0.9954432,0.91296804
653,0.92448306,0.994777,0.95963
654,0.88119525,0.97870934,0.92995226
655,0.8244563,0.9985239,0.9114901
656,0.77140987,0.9995272,0.88546854
657,0.8341593,0.9989043,0.9165318
659,0.8501947,0.99964917,0.92492193
660,0.92519915,0.9990163,0.9621077
661,0.86423457,0.9935801,0.92890733
662,0.93707633,0.99986917,0.9684727
663,0.943552,0.9983183,0.97093517
664,0.8695352,0.9987815,0.9341583
665,0.91937953,0.99984086,0.9596102
667,0.9321969,0.99897105,0.965584
668,0.6115429,0.9947521,0.8031475
669,0.51405454,0.9040873,0.7090709
670,0.9041464,0.9950183,0.94958234
671,0.9334265,0.99962634,0.9665264
672,0.8610264,0.9990389,0.9300326
673,0.76015323,0.9924673,0.8763102
674,0.8807071,0.9991435,0.9399253
675,0.90953356,0.99396205,0.9517478
676,0.796764,0.99919516,0.8979796
677,0.71597373,0.99982655,0.85790014
678,0.891054,0.9989302,0.94499207
679,0.88827616,0.9986698,0.943473
680,0.8897799,0.99809825,0.9439391
682,0.80035967,0.99925315,0.8998064
683,0.8122712,0.99897784,0.9056245
684,0.76756877,0.99918604,0.88337743
685,0.8761164,0.9992849,0.9377006
686,0.95725745,0.9992883,0.9782729
687,0.93795264,0.99487007,0.96641135
688,0.8888884,0.9988958,0.9438921
689,0.7745941,0.99907637,0.8868352
690,0.8568422,0.99547756,0.92615986
691,0.96147084,0.9993337,0.98040223
692,0.9654867,0.9994146,0.98245066
693,0.83002925,0.9986266,0.9143279
694,0.8076179,0.9973591,0.90248847
695,0.90609074,0.9983698,0.9522303
696,0.95741194,0.9951397,0.9762758
697,0.9819773,0.99942756,0.9907024
698,0.65027046,0.9934468,0.82185864
699,0.84612995,0.9930046,0.9195673
700,0.8397682,0.99742347,0.9185958
701,0.92695785,0.9999047,0.96343124
702,0.88067937,0.99875766,0.9397185
703,0.91622335,0.9999081,0.95806575
704,0.8918497,0.9986778,0.94526374
705,0.7585955,0.9993151,0.8789553
706,0.86577874,0.9991943,0.93248653
709,0.9135086,0.9973338,0.9554212
710,0.87136126,0.9985093,0.9349353
711,0.90269643,0.99849254,0.9505945
712,0.7275708,0.99909943,0.86333513
713,0.9501992,0.99721366,0.9737064
714,0.9271932,0.99931324,0.96325326
716,0.67077905,0.9985864,0.8346827
717,0.6027097,0.9992484,0.800979
718,0.78082997,0.9993337,0.8900818
719,0.7476977,0.9812722,0.86448497
720,0.7420871,0.9995663,0.8708267
721,0.84942454,0.999833,0.92462873
722,0.93236655,0.9808787,0.9566226
723,0.8889001,0.9993354,0.9441178
724,0.88359934,0.99952394,0.94156164
725,0.9211218,0.9979966,0.9595592
726,0.9486754,0.99554825,0.9721118
727,0.9029036,0.99973124,0.9513174
728,0.933988,0.9997673,0.96687764
730,0.8976464,0.98342574,0.9405361
731,0.9019591,0.9998923,0.9509257
732,0.8550835,0.9974525,0.926268
733,0.858564,0.9934413,0.9260026
734,0.81898236,0.9942473,0.90661484
735,0.78988624,0.9945196,0.8922029
736,0.8447045,0.9952514,0.91997796
737,0.7672416,0.9994819,0.88336176
738,0.9957029,0.99938256,0.99754274
739,0.83193356,0.9953454,0.9136395
740,0.82463753,0.99991953,0.91227853
741,0.91862,0.99885863,0.9587393
742,0.7849996,0.9950368,0.8900182
743,0.7835275,0.99816465,0.8908461
744,0.9600627,0.99987566,0.97996914
